"","key","Key_RX_ProgID","Curr_RX_ProgID","RX_ProgName","RX_ProgDescription","DatabaseName","Org","ProgID","ProgName","ProgDescription","Lat","Long","Pop"
"676","vehicle","209",NA,"City Fleet Maintenance and Repair","Fleet maintenance and repairs for all city vehicles","RX_MoffatCountyCO","Moffat County",694,"Craig - Transportation Vehicle Maintenance","Conduct daily vehicle Inspections, schedule and ensure regular maintenance on all Senior Transportation Vehicles","40.6138","-108.2378",13000
"667","vehicle","209",NA,"City Fleet Maintenance and Repair","Fleet maintenance and repairs for all city vehicles","RX_MoffatCountyCO","Moffat County",203,"Civil Prosecution","Ancillary proceedings such as civil forfeiture actions, Department of Motor Vehicle suspensions, revocations appeals and some county ordinance violation actions.","40.6138","-108.2378",13000
"681","vehicle","209",NA,"City Fleet Maintenance and Repair","Fleet maintenance and repairs for all city vehicles","RX_MoffatCountyCO","Moffat County",807,"Vehicle Identification Number Verification (b)","Verify vehicle numbers on out of state vehicles for Colorado registration","40.6138","-108.2378",13000
"683","vehicle","209",NA,"City Fleet Maintenance and Repair","Fleet maintenance and repairs for all city vehicles","RX_MoffatCountyCO","Moffat County",847,"Veterans with Disabilities Assistance and Support","Disability claims for prosthetics, vehicles and basic life needs.","40.6138","-108.2378",13000
"677","vehicle","209",NA,"City Fleet Maintenance and Repair","Fleet maintenance and repairs for all city vehicles","RX_MoffatCountyCO","Moffat County",707,"Sheriff's Office Fleet Management","Maintain vehicle maintenance records, warranty issues","40.6138","-108.2378",13000
"686","vehicle","209",NA,"City Fleet Maintenance and Repair","Fleet maintenance and repairs for all city vehicles","RX_MonroeWI","Monroe",283,"Vehicle and Equipment Maintenance","none","42.601","-89.6437",10827
"1871","vehicle","209",NA,"City Fleet Maintenance and Repair","Fleet maintenance and repairs for all city vehicles","RX_DenverCO_1","PBB Prep 2018",875,"Animal Control","2 aco's, 2 vehicles, 5% of communications section",NA,NA,NA
"688","vehicle","209",189,"City Fleet Maintenance and Repair","Fleet maintenance and repairs for all city vehicles","RX_PuebloCO","Pueblo West",823,"Fire Response-Vehicle Fires","Response to vehicle fires","38.3551","-104.727",29637
"690","vehicle","209",NA,"City Fleet Maintenance and Repair","Fleet maintenance and repairs for all city vehicles","RX_PuebloCO","Pueblo West",965,"Water Vehicle/Equipment Maintenance & Repair","0","38.3551","-104.727",29637
"693","vehicle","209",209,"City Fleet Maintenance and Repair","Fleet maintenance and repairs for all city vehicles","RX_PuebloCO","Pueblo West",970,"Streets & Roads Vehicle/ Equipment Maintenance & Repair","0","38.3551","-104.727",29637
"692","vehicle","209",209,"City Fleet Maintenance and Repair","Fleet maintenance and repairs for all city vehicles","RX_PuebloCO","Pueblo West",969,"Fire Vehicle/Equipment Maintenance & Repair","0","38.3551","-104.727",29637
"687","vehicle","209",185,"City Fleet Maintenance and Repair","Fleet maintenance and repairs for all city vehicles","RX_PuebloCO","Pueblo West",815,"Fire Vehicle Repair and Maintenance","Preventative Maintenance Program and repair of  fire department apparatus and support vehicles","38.3551","-104.727",29637
"696","vehicle","209",209,"City Fleet Maintenance and Repair","Fleet maintenance and repairs for all city vehicles","RX_PuebloCO","Pueblo West",973,"Waste/Water  Vehicle/ Equipment Maintenance & Repair","0","38.3551","-104.727",29637
"695","vehicle","209",209,"City Fleet Maintenance and Repair","Fleet maintenance and repairs for all city vehicles","RX_PuebloCO","Pueblo West",972,"Fleet & Facilities  Vehicle/ Equipment Maintenance & Repair","0","38.3551","-104.727",29637
"697","vehicle","209",209,"City Fleet Maintenance and Repair","Fleet maintenance and repairs for all city vehicles","RX_PuebloCO","Pueblo West",974,"Parks & Recreation Vehicle/ Equipment Maintenance & Repair","0","38.3551","-104.727",29637
"694","vehicle","209",209,"City Fleet Maintenance and Repair","Fleet maintenance and repairs for all city vehicles","RX_PuebloCO","Pueblo West",971,"Administration Vehicle/ Equipment Maintenance & Repair","0","38.3551","-104.727",29637
"691","vehicle","209",NA,"City Fleet Maintenance and Repair","Fleet maintenance and repairs for all city vehicles","RX_PuebloCO","Pueblo West",966,"Vehicle & Equipment Installation, Preparation & Implementation","0","38.3551","-104.727",29637
"689","vehicle","209",NA,"City Fleet Maintenance and Repair","Fleet maintenance and repairs for all city vehicles","RX_PuebloCO","Pueblo West",850,"DOT Employee Drug & Alcohol Compliance","Review of employee's  ability to drive District Vehicles safely and legally as required by the district.  Ensure that Employees do not use Drugs or Alcohol while at work, especially while driving.  (New to have HR more involved with the oversight of driving / drug and alcohol process.)","38.3551","-104.727",29637
"703","vehicle","209",NA,"City Fleet Maintenance and Repair","Fleet maintenance and repairs for all city vehicles","RX_RapidCitySD","Rapid City",951,"Emergency Response","Responds to structure fire calls, other fire calls (out building, car, grass, timber, dumpster, etc.), non-fire calls (motor vehicle accidents, fire alarms, sprinkler activation, etc.), and vehicle extrication calls within the City of Rapid City from 7 fire stations strategically located throughout the City.","44.0805","103.2310",74048
"701","vehicle","209",NA,"City Fleet Maintenance and Repair","Fleet maintenance and repairs for all city vehicles","RX_RapidCitySD","Rapid City",930,"Department Training","Develop and deliver the necessary training curriculum to meet continuing education training requirements of 240 hours accomplished through daily company training and monthly/quarterly drills.  Educate entry level personnel in FF1, basic vehicle operations, wildland opertions, HazMat operations and entry level EMS operations current to RCFD standards.  Utilize ProBoard, the recognized National Training Standard, for the RCFD that establishes a set level of education for FF1 & FF2, Engine Operator, Truck Operator and Fire Officer (1-4).","44.0805","103.2310",74048
"725","vehicle","209",NA,"City Fleet Maintenance and Repair","Fleet maintenance and repairs for all city vehicles","RX_RapidCitySD","Rapid City",1450,"Vehicle and Equipment Maintenance","The vehicle and equipment maintenance program exists to ensure safe and reliable basic vehicle and equipment operations.  This is accomplished through weekly and monthly truck checks and inventories, and light maintenance, such as oil changes, as well as major repairs, overhauls and fabrication of self-contained breathing apparatus, fire pumps, engine, medical equipment, emergency controls, etc.","44.0805","103.2310",74048
